"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000340393800007","Wei, R","Article","JOURNAL OF FISH BIOLOGY",2014,"85","2","278","291",44,0,14,"Characterization, tissue distribution and regulation of neuropeptideY in Schizothorax prenanti "
"WOS:000340393800028","Martinez-Chavez, CC","Article","JOURNAL OF FISH BIOLOGY",2014,"85","2","546","553",41,0,5,"Photoperiodic growth enhancement in a tropical batch spawning atherinopsid, pike silverside Chirostoma estor "
"WOS:000340012400014","Cladis, DP","Article","JOURNAL OF FOOD PROTECTION",2014,"77","8","1361","1366",32,1,3,"Mercury Content in Commercially Available Finfish in the United States "
"WOS:000340246000004","Assefa, NG","Article","ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY",2014,"70","","2093","2100",43,1,7,"Structural and biophysical analysis of interactions between cod and human uracil-DNA N-glycosylase (UNG) and UNG inhibitor (Ugi) "
"WOS:000339695600034","Hamre, K","Article","FREE RADICAL BIOLOGY AND MEDICINE",2014,"73","","337","348",60,1,5,"Ontogeny of redox regulation in Atlantic cod (Gadus morhua) larvae "
"WOS:000339879800005","Carvajal-Vallejos, FM","Article","GENETICA",2014,"142","4","323","336",79,1,8,"Genetic structure in the Amazonian catfish Brachyplatystoma rousseauxii: influence of life history strategies "
"WOS:000339893600015","Murphy, HM","Article","OECOLOGIA",2014,"175","4","1201","1210",57,0,5,"Variability in size-selective mortality obscures the importance of larval traits to recruitment success in a temperate marine fish "
"WOS:000339106200004","Caipang, CMA","Article","AQUACULTURE INTERNATIONAL",2014,"22","4","1283","1293",39,0,4,"Short-term handling stress affects the humoral immune responses of juvenile Atlantic cod, Gadus morhua "
"WOS:000339106200007","Ma, ZH","Article","AQUACULTURE INTERNATIONAL",2014,"22","4","1317","1330",67,0,1,"Food ingestion, prey selectivity, feeding incidence, and performance of yellowtail kingfish Seriola lalandi larvae under constant and varying temperatures "
"WOS:000339106200009","Fraser, TWK","Article","AQUACULTURE INTERNATIONAL",2014,"22","4","1347","1359",48,1,5,"The effect of triploidy on the efficacy and physiological response to anesthesia with MS 222 and isoeugenol in Atlantic salmon post-smolts "
"WOS:000339149200011","Eide, M","Article","AQUATIC TOXICOLOGY",2014,"153","","110","115",33,2,5,"Precision-cut liver slices of Atlantic cod (Gadus morhua): An in vitro system for studying the effects of environmental contaminants "
"WOS:000339100200011","Engelhard, GH","Article","GLOBAL CHANGE BIOLOGY",2014,"20","8","2473","2483",61,7,3,"Climate change and fishing: a century of shifting distribution in North Sea cod "
"WOS:000338617600005","Jonsdottir, IG","Article","FISHERIES RESEARCH",2014,"156","","23","25",21,0,5,"Evidence of spawning skippers in Atlantic cod from data storage tags "
"WOS:000338617600006","Jech, JM","Article","FISHERIES RESEARCH",2014,"156","","26","33",40,0,2,"Distribution of Atlantic herring (Clupea harengus) in the Gulf of Maine from 1998 to 2012 "
"WOS:000334138300035","Karlsdottir, MG","Article","FOOD CHEMISTRY",2014,"156","","234","242",40,1,6,"Effects of temperature during frozen storage on lipid deterioration of saithe (Pollachius virens) and hoki (Macruronus novaezelandiae) muscles "
"WOS:000334138300060","He, HJ","Article","FOOD CHEMISTRY",2014,"156","","394","401",67,6,3,"Rapid and non-destructive determination of drip loss and pH distribution in farmed Atlantic salmon (Salmo salar) fillets using visible and near-infrared (Vis-NIR) hyperspectral imaging "
"WOS:000335106400005","Milne, D","Article","FOOD CONTROL",2014,"42","","29","33",35,1,2,"Limited microbial growth in Atlantic salmon packed in a modified atmosphere "
"WOS:000340852500006","Hixson, SM","Article","AQUACULTURE",2014,"431","","44","52",30,0,3,"Use of camelina oil to replace fish oil in diets for farmed salmonids and Atlantic cod "
"WOS:000339913500001","Skugor, A","Article","BMC GENOMICS",2014,"15","","","",88,2,3,"Genome-wide microarray analysis of Atlantic cod (Gadus morhua) oocyte and embryo "
"WOS:000338637300041","Vage, S","Article","PLOS ONE",2014,"9","7","","",80,1,4,"Optimal Defense Strategies in an Idealized Microbial Food Web under Trade-Off between Competition and Defense "
"WOS:000340095600006","Kleppe, L","Article","MOLECULAR REPRODUCTION AND DEVELOPMENT",2014,"81","7","619","635",90,1,5,"Global Transcriptome Analysis Identifies Regulated Transcripts and Pathways Activated During Oogenesis and Early Embryogenesis in Atlantic Cod "
"WOS:000339334200009","Inagaki, Y","Article","FISHERIES SCIENCE",2014,"80","4","725","734",48,2,8,"Improved growth of flathead flounder Hippoglossoides dubius in hypoxic waters in Funka Bay, Japan "
"WOS:000339606200003","Bodamer, BL","Article","LIMNOLOGY AND OCEANOGRAPHY-METHODS",2014,"12","","441","454",69,0,2,"Experimental dead zones: two designs for creating oxygen gradients in aquatic ecological studies "
"WOS:000338999600014","Penney, CM","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2014,"71","7","1096","1105",74,0,3,"Cardiorespiratory responses of seawater-acclimated adult Arctic char (Salvelinus alpinus) and Atlantic salmon (Salmo salar) to an acute temperature increase "
"WOS:000338999600015","Folkvord, A","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2014,"71","7","1106","1112",63,4,6,"Trade-offs between growth and reproduction in wild Atlantic cod "
"WOS:000338999600016","Calduch-Verdiell, N","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2014,"71","7","1113","1120",48,1,4,"A life-history evaluation of the impact of maternal effects on recruitment and fisheries reference points "
"WOS:000339101800002","Sharp, SM","Article","MARINE MAMMAL SCIENCE",2014,"30","3","864","887",43,1,11,"Hematological, biochemical, and morphological parameters as prognostic indicators for stranded common dolphins (Delphinus delphis) from Cape Cod, Massachusetts, U.S.A. "
"WOS:000339101800014","Brandt, MJ","Article","MARINE MAMMAL SCIENCE",2014,"30","3","1109","1121",44,0,4,"Do man-made structures and water depth affect the diel rhythms in click recordings of harbor porpoises (Phocoena phocoena)? "
"WOS:000338630800013","Seitz, AC","Article","ICES JOURNAL OF MARINE SCIENCE",2014,"71","5","1142","1147",23,0,4,"Evidence of fjord spawning by southern Norwegian Atlantic halibut (Hippoglossus hippoglossus) "
"WOS:000338630800025","Uhlmann, SS","Article","ICES JOURNAL OF MARINE SCIENCE",2014,"71","5","1235","1245",44,6,20,"Discarded fish in European waters: general patterns and contrasts "
"WOS:000338109700015","Hidalgo, M","Article","ECOLOGICAL APPLICATIONS",2014,"24","5","1101","1114",66,3,7,"Contrasting evolutionary demography induced by fishing: the role of adaptive phenotypic plasticity "
"WOS:000338109700017","Frommel, AY","Article","ECOLOGICAL APPLICATIONS",2014,"24","5","1131","1143",85,4,8,"Organ damage in Atlantic herring larvae as a result of ocean acidification "
"WOS:000338613400007","Haugland, GT","Article","FISH & SHELLFISH IMMUNOLOGY",2014,"39","1","51","60",48,1,3,"Flow cytometry analyses of phagocytic and respiratory burst activities and cytochemical characterization of leucocytes isolated from wrasse (Labrus bergylta A.) "
"WOS:000338003800001","West, JE","Article","BULLETIN OF MARINE SCIENCE",2014,"90","3","747","761",55,0,3,"Variation in quillback rockfish (Sebastes maliger) growth patterns from oceanic to inland waters of the Salish Sea "
"WOS:000337562000007","Malinowska-Panczyk, E","Article","FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL",2014,"20","5","383","395",58,0,5,"The effect of high pressure at subzero temperature on proteins solubility, drip loss and texture of fish (cod and salmon) and mammals (pork and beef) meat "
"WOS:000336709100014","Warner, NA","Article","ENVIRONMENTAL POLLUTION",2014,"190","","109","114",34,3,4,"Allometric relationships to liver tissue concentrations of cyclic volatile methyl siloxanes in Atlantic cod "
"WOS:000336348400006","Sadighzadeh, Z","Article","FISHERIES RESEARCH",2014,"155","","59","63",41,3,7,"Use of otolith shape for stock identification of Johns snapper, Lutjanus johnii (Pisces: Lutjanidae), from the Persian Gulf and the Oman Sea "
"WOS:000336348400007","Morgan, MJ","Article","FISHERIES RESEARCH",2014,"155","","64","73",40,0,3,"Varying components of productivity and their impact on fishing mortality reference points for Grand Bank Atlantic cod and American plaice "
"WOS:000336348400020","Imsland, AK","Article","FISHERIES RESEARCH",2014,"155","","185","193",56,0,9,"Life history of turbot in Icelandic waters: Intra- and inter-population genetic diversity and otolith tracking of environmental temperatures "
"WOS:000335804700003","Skjaerven, KH","Article","COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE",2014,"173","","17","27",62,1,5,"Thermal stress alters expression of genes involved in one carbon and DNA methylation pathways in Atlantic cod embryos "
"WOS:000336564900015","Khan, JR","Article","AQUACULTURE",2014,"430","","107","113",49,3,5,"Optimum temperatures for growth and feed conversion in cultured hapuku (Polyprion oxygeneios) - Is there a link to aerobic metabolic scope and final temperature preference? "
"WOS:000337720100037","Taboada, L","Article","JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2014,"62","24","5699","5706",37,0,6,"Identification of Atlantic Cod (Gadus morhua), Ling (Molva molva), and Alaska Pollock (Gadus chalcogrammus) by PCR-ELISA Using Duplex PCR "
"WOS:000338503400082","Eckroth, JR","Article","PLOS ONE",2014,"9","6","","",69,0,5,"Physiological and Behavioural Responses to Noxious Stimuli in the Atlantic Cod (Gadus morhua) "
"WOS:000338245000002","Yadetie, F","Article","BMC GENOMICS",2014,"15","","","",56,0,5,"Liver transcriptome analysis of Atlantic cod (Gadus morhua) exposed to PCB 153 indicates effects on cell cycle regulation and lipid metabolism "
"WOS:000338701300039","Lazado, CC","Article","PLOS ONE",2014,"9","6","","",51,3,6,"Daily Rhythmicity of Clock Gene Transcripts in Atlantic Cod Fast Skeletal Muscle "
"WOS:000335382700021","Vindas, MA","Article","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2014,"281","1784","","",68,1,8,"Frustrative reward omission increases aggressive behaviour of inferior fighters "
"WOS:000336841400018","Huebert, KB","Article","PLOS ONE",2014,"9","6","","",115,2,2,"A Day in the Life of Fish Larvae: Modeling Foraging and Growth Using Quirks "
"WOS:000335118500014","Karlsen, OA","Article","JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES",2014,"77","9-11","650","662",57,1,3,"Alterations in the Atlantic COD (Gadus morhua) Hepatic Thiol-Proteome After Methylmercury Exposure "
"WOS:000343056500026","Nagasawa, K","Article","JOURNAL OF MOLECULAR ENDOCRINOLOGY",2014,"52","3","357","371",61,1,5,"Sexually dimorphic transcription of estrogen receptors in cod gonads throughout a reproductive cycle "
"WOS:000339418600003","Vartia, S","Article","HEREDITAS",2014,"151","2-3","43","54",86,0,8,"Multiplexing with three-primer PCR for rapid and economical microsatellite validation "
"WOS:000338606500016","Karlsen, BO","Article","MARINE GENOMICS",2014,"15","","103","108",42,1,7,"Mitogenome sequence variation in migratory and stationary ecotypes of North-east Atlantic cod "
"WOS:000338621100018","Brooke, S","Article","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",2014,"104","","245","251",47,3,2,"First observations of the cold-water coral Lophelia pertusa in mid-Atlantic canyons of the USA "
"WOS:000338236000010","Chen, K","Article","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION",2014,"109","506","560","573",34,0,3,"Source-Sink Reconstruction Through Regularized Multicomponent Regression Analysis-With Application to Assessing Whether North Sea Cod Larvae Contributed to Local Fjord Cod in Skagerrak "
"WOS:000337596000016","Joensen, H","Article","JOURNAL OF FISH BIOLOGY",2014,"84","6","1904","1925",0,0,2,"Distinction among North Atlantic cod Gadus morhua stocks by tissue fatty acid profiles "
"WOS:000337596000018","Villegas-Hernandez, H","Article","JOURNAL OF FISH BIOLOGY",2014,"84","6","1940","1957",60,1,3,"Life-history traits of temperate and thermophilic barracudas (Teleostei: Sphyraenidae) in the context of sea warming in the Mediterranean Sea "
"WOS:000337106500007","Sagarese, SR","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2014,"71","6","847","877",93,3,6,"Application of generalized additive models to examine ontogenetic and seasonal distributions of spiny dogfish (Squalus acanthias) in the Northeast (US) shelf large marine ecosystem "
"WOS:000336313100014","Mehrdana, F","Article","ACTA PARASITOLOGICA",2014,"59","2","284","293",39,1,7,"Annual and spatial variability in endo- and ectoparasite infections of North Sea cod (Gadus morhua Linnaeus, 1758) larvae, post-larvae and juveniles "
"WOS:000335536900001","Gudmundsdottir, BK","Article","JOURNAL OF FISH DISEASES",2014,"37","6","511","519",38,2,4,"Yersiniosis in Atlantic cod, Gadus morhua (L.), characterization of the infective strain and host reactions "
"WOS:000336637300024","Cott, PA","Article","JOURNAL OF GREAT LAKES RESEARCH",2014,"40","2","435","440",26,4,8,"Song of the burbot: Under-ice acoustic signaling by a freshwater gadoid fish "
"WOS:000336258300009","Johannsdottir, J","Article","AQUACULTURE NUTRITION",2014,"20","3","314","323",57,1,9,"Improved performance of Atlantic cod (Gadus morhua L.) larvae following enhancement of live feed using a fish protein hydrolysate "
"WOS:000335809300024","Kuparinen, A","Article","CONSERVATION BIOLOGY",2014,"28","3","790","798",45,5,3,"Allee Effect and the Uncertainty of Population Recovery "
"WOS:000336117000001","Javor, B","Article","FISHERIES RESEARCH",2014,"154","","1","10",60,0,2,"Geography and ontogeny influence the stable oxygen and carbon isotopes of otoliths of Pacific sardine in the California Current "
"WOS:000336117000008","Kennedy, J","Article","FISHERIES RESEARCH",2014,"154","","73","81",33,1,4,"Estimates of reproductive potential of Greenland halibut (Reinhardtius hippoglossoides) in East Greenland based on an update of maturity status "
"WOS:000336117000009","Depestele, J","Article","FISHERIES RESEARCH",2014,"154","","82","92",64,2,5,"Short-term survival of discarded target fish and non-target invertebrate species in the eurocutter beam trawl fishery of the southern North Sea "
"WOS:000336117000011","Valentin, AE","Article","FISHERIES RESEARCH",2014,"154","","102","119",110,1,5,"Combining microsatellites and geometric morphometrics for the study of redfish (Sebastes spp.) population structure in the Northwest Atlantic "
"WOS:000336117000013","Casaretto, L","Article","FISHERIES RESEARCH",2014,"154","","127","134",53,2,4,"Locating spawning haddock (Melanogrammus aeglefinus, Linnaeus, 1758) at sea by means of sound "
"WOS:000336378100004","Brudal, E","Article","INFECTION AND IMMUNITY",2014,"82","6","2180","2194",70,1,6,"Establishment of Three Francisella Infections in Zebrafish Embryos at Different Temperatures "
"WOS:000336349200001","Linderholm, HW","Article","JOURNAL OF MARINE SYSTEMS",2014,"134","","1","11",81,0,6,"Influences of large- and regional-scale climate on fish recruitment in the Skagerrak-Kattegat over the last century "
